"request_id","amount_safe_to_pay","affordability_status","recommended_payment_method","payment_plan","earliest_date_for_full_payment","spending_changes_needed","decision_explanation"
"request_127","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_128","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_129","288","not_affordable","not_recommended","none","","none","Do not make this payment by 18 June 2026. None of the available options keeps the USD 800 minimum protected."
"request_130","917.46","not_affordable","not_recommended","none","","none","Do not make this payment by 15 February 2025. None of the available options keeps the USD 1,400 minimum protected."
"request_131","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_132","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_133","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_134","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_135","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_136","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_137","67960","not_affordable","not_recommended","none","","none","Do not make this payment by 15 January 2026. None of the available options keeps the INR 71,800 minimum protected."
"request_138","1209.91","not_affordable","not_recommended","none","","none","Do not proceed with the EUR 1,256.94 request. Although EUR 1,209.91 is available today, the full amount cannot be completed safely within 90 days."
"request_139","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_140","11074.81","not_affordable","not_recommended","none","","none","Do not make this payment by 4 March 2025. None of the available options keeps the ZAR 21,600 minimum protected."
"request_141","51435.01","not_affordable","not_recommended","none","","none","Do not proceed with the INR 171,600 request. Although INR 51,435.01 is available today, the full amount cannot be completed safely within 90 days."
"request_142","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_143","8384.21","not_affordable","not_recommended","none","","none","Do not make this payment by 15 July 2025. None of the available options keeps the ZAR 11,300 minimum protected."
"request_144","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_145","105613.66","not_affordable","not_recommended","none","","none","Do not proceed with the INR 217,400 request. Although INR 105,613.66 is available today, the full amount cannot be completed safely within 90 days."
"request_146","81465","not_affordable","not_recommended","none","","none","Do not proceed with the INR 449,400 request. Although INR 81,465 is available today, the full amount cannot be completed safely within 90 days."
"request_147","741.53","not_affordable","not_recommended","none","","none","Do not proceed with the EUR 1,129.70 request. Although EUR 741.53 is available today, the full amount cannot be completed safely within 90 days."
"request_148","13181.08","not_affordable","not_recommended","none","","none","Do not proceed with the ZAR 22,242 request. Although ZAR 13,181.08 is available today, the full amount cannot be completed safely within 90 days."
"request_149","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_150","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_151","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_152","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_153","503.60","not_affordable","not_recommended","none","","none","Do not make this payment by 24 September 2026. None of the available options keeps the USD 1,400 minimum protected."
"request_154","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_155","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_156","13588.31","not_affordable","not_recommended","none","","none","Do not make this payment by 15 June 2026. None of the available options keeps the ZAR 26,900 minimum protected."
"request_157","10091850","not_affordable","not_recommended","none","","none","Do not proceed with the IDR 23,503,000 request. Although IDR 10,091,850 is available today, the full amount cannot be completed safely within 90 days."
"request_158","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_159","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_160","857.62","not_affordable","not_recommended","none","","none","Do not proceed with the EUR 1,246.30 request. Although EUR 857.62 is available today, the full amount cannot be completed safely within 90 days."
"request_161","17241550.01","not_affordable","not_recommended","none","","none","Do not make this payment by 15 January 2026. None of the available options keeps the IDR 23,010,400 minimum protected."
"request_162","8601300","not_affordable","not_recommended","none","","none","Do not make this payment by 26 August 2026. None of the available options keeps the IDR 24,161,100 minimum protected."
"request_163","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_164","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_165","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_166","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_167","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_168","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_169","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_170","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_171","310.65","not_affordable","not_recommended","none","","none","Do not make this payment by 10 September 2026. None of the available options keeps the EUR 500 minimum protected."
"request_172","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_173","83190.53","not_affordable","not_recommended","none","","none","Do not proceed with the INR 113,000 request. Although INR 83,190.53 is available today, the full amount cannot be completed safely within 90 days."
"request_174","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_175","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_176","686.95","not_affordable","not_recommended","none","","none","Do not make this payment by 27 February 2025. None of the available options keeps the EUR 600 minimum protected."
"request_177","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_178","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_179","37957250","not_affordable","not_recommended","none","","none","Do not make this payment by 15 July 2025. None of the available options keeps the IDR 41,430,800 minimum protected."
"request_180","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_181","1141.01","not_affordable","not_recommended","none","","none","Do not make this payment by 7 April 2024. None of the available options keeps the USD 2,000 minimum protected."
"request_182","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_183","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_184","47540.01","not_affordable","not_recommended","none","","none","Do not make this payment by 30 July 2024. None of the available options keeps the INR 110,800 minimum protected."
"request_185","783.40","not_affordable","not_recommended","none","","none","Do not proceed with the EUR 1,257.30 request. Although EUR 783.40 is available today, the full amount cannot be completed safely within 90 days."
"request_186","22863.50","not_affordable","not_recommended","none","","none","Do not make this payment by 15 March 2026. None of the available options keeps the ZAR 22,000 minimum protected."
"request_187","67435","not_affordable","not_recommended","none","","none","Do not proceed with the INR 187,500 request. Although INR 67,435 is available today, the full amount cannot be completed safely within 90 days."
"request_188","585.30","not_affordable","not_recommended","none","","none","Do not make this payment by 4 March 2025. None of the available options keeps the EUR 900 minimum protected."
"request_189","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_190","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_191","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_192","384.80","not_affordable","not_recommended","none","","none","Do not make this payment by 11 May 2026. None of the available options keeps the USD 1,000 minimum protected."
"request_193","310.62","not_affordable","not_recommended","none","","none","Do not make this payment by 28 May 2024. None of the available options keeps the EUR 1,000 minimum protected."
"request_194","95030","not_affordable","not_recommended","none","","none","Do not make this payment by 23 October 2025. None of the available options keeps the INR 113,600 minimum protected."
"request_195","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_196","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_197","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_198","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_199","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_200","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_201","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_202","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_203","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_204","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_205","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_206","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_207","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_208","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_209","8625.10","not_affordable","not_recommended","none","","none","Do not make this payment by 25 November 2025. None of the available options keeps the ZAR 18,400 minimum protected."
"request_210","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_211","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_212","22344000","not_affordable","not_recommended","none","","none","Do not proceed with the IDR 71,934,000 request. Although IDR 22,344,000 is available today, the full amount cannot be completed safely within 90 days."
"request_213","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_214","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_215","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_216","1166.80","not_affordable","not_recommended","none","","none","Do not make this payment by 15 September 2026. None of the available options keeps the USD 1,800 minimum protected."
"request_217","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_218","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_219","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_220","307.32","not_affordable","not_recommended","none","","none","Do not proceed with the EUR 3,118.50 request. Although EUR 307.32 is available today, the full amount cannot be completed safely within 90 days."
"request_221","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_222","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_223","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_224","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_225","18120459.60","not_affordable","not_recommended","none","","none","Do not proceed with the IDR 22,059,000 request. Although IDR 18,120,459.60 is available today, the full amount cannot be completed safely within 90 days."
"request_226","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_227","42755","not_affordable","not_recommended","none","","none","Do not make this payment by 20 June 2025. None of the available options keeps the INR 62,900 minimum protected."
"request_228","10557350","not_affordable","not_recommended","none","","none","Do not proceed with the IDR 63,327,000 request. Although IDR 10,557,350 is available today, the full amount cannot be completed safely within 90 days."
"request_229","727.52","not_affordable","not_recommended","none","","none","Do not make this payment by 23 May 2024. None of the available options keeps the EUR 1,000 minimum protected."
"request_230","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_231","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_232","1869.40","not_affordable","not_recommended","none","","none","Do not proceed with the EUR 1,970.10 request. Although EUR 1,869.40 is available today, the full amount cannot be completed safely within 90 days."
"request_233","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_234","528.61","not_affordable","not_recommended","none","","none","Do not make this payment by 15 September 2026. None of the available options keeps the EUR 700 minimum protected."
"request_235","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_236","14404850","not_affordable","not_recommended","none","","none","Do not proceed with the IDR 52,383,000 request. Although IDR 14,404,850 is available today, the full amount cannot be completed safely within 90 days."
"request_237","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_238","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_239","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_240","37400.01","not_affordable","not_recommended","none","","none","Do not proceed with the INR 101,200 request. Although INR 37,400.01 is available today, the full amount cannot be completed safely within 90 days."
"request_241","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_242","369.41","not_affordable","not_recommended","none","","none","Do not make this payment by 25 August 2025. None of the available options keeps the EUR 600 minimum protected."
"request_243","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_244","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_245","65760","not_affordable","not_recommended","none","","none","Do not make this payment by 15 January 2026. None of the available options keeps the INR 94,600 minimum protected."
"request_246","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_247","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_248","1507.36","not_affordable","not_recommended","none","","none","Do not proceed with the USD 1,965.60 request. Although USD 1,507.36 is available today, the full amount cannot be completed safely within 90 days."
"request_249","342.40","not_affordable","not_recommended","none","","none","Do not make this payment by 15 March 2026. None of the available options keeps the USD 600 minimum protected."
"request_250","28820","not_affordable","not_recommended","none","","none","Do not proceed with the ZAR 124,278 request. Although ZAR 28,820 is available today, the full amount cannot be completed safely within 90 days."
"request_251","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_252","9110500.01","not_affordable","not_recommended","none","","none","Do not make this payment by 15 September 2026. None of the available options keeps the IDR 15,152,200 minimum protected."
"request_253","2143.57","not_affordable","not_recommended","none","","none","Do not make this payment by 1 June 2024. None of the available options keeps the EUR 2,300 minimum protected."
"request_254","1759.60","not_affordable","not_recommended","none","","none","Do not proceed with the USD 3,535.20 request. Although USD 1,759.60 is available today, the full amount cannot be completed safely within 90 days."
"request_255","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_256","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_257","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_258","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_259","627.30","not_affordable","not_recommended","none","","none","Do not make this payment by 15 November 2024. None of the available options keeps the EUR 600 minimum protected."
"request_26","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_260","13522300.01","not_affordable","not_recommended","none","","none","Do not proceed with the IDR 52,079,000 request. Although IDR 13,522,300.01 is available today, the full amount cannot be completed safely within 90 days."
"request_261","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_262","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_263","13750.01","not_affordable","not_recommended","none","","none","Do not proceed with the ZAR 51,546 request. Although ZAR 13,750.01 is available today, the full amount cannot be completed safely within 90 days."
"request_264","39795.01","not_affordable","not_recommended","none","","none","Do not make this payment by 15 June 2026. None of the available options keeps the INR 59,500 minimum protected."
"request_265","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_266","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_267","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_268","1512.52","not_affordable","not_recommended","none","","none","Do not make this payment by 15 August 2024. None of the available options keeps the EUR 1,400 minimum protected."
"request_269","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_27","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_270","535.40","not_affordable","not_recommended","none","","none","Do not make this payment by 30 August 2026. None of the available options keeps the USD 1,400 minimum protected."
"request_271","84760","not_affordable","not_recommended","none","","none","Do not make this payment by 15 November 2024. None of the available options keeps the INR 58,200 minimum protected."
"request_272","8815924","not_affordable","not_recommended","none","","none","Do not make this payment by 10 April 2025. None of the available options keeps the IDR 7,508,600 minimum protected."
"request_273","13372200","not_affordable","not_recommended","none","","none","Do not proceed with the IDR 15,861,000 request. Although IDR 13,372,200 is available today, the full amount cannot be completed safely within 90 days."
"request_274","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_275","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_28","689.40","not_affordable","not_recommended","none","","none","Do not make this payment by 15 August 2024. None of the available options keeps the EUR 1,100 minimum protected."
"request_29","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_30","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_31","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_32","33305.80","not_affordable","not_recommended","none","","none","Do not make this payment by 15 April 2025. None of the available options keeps the ZAR 35,700 minimum protected."
"request_33","65180","not_affordable","not_recommended","none","","none","Do not make this payment by 15 March 2026. None of the available options keeps the INR 102,100 minimum protected."
"request_34","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_35","125130","not_affordable","not_recommended","none","","none","Do not make this payment by 15 January 2026. None of the available options keeps the INR 106,400 minimum protected."
"request_36","1446.60","not_affordable","not_recommended","none","","none","Do not make this payment by 15 September 2026. None of the available options keeps the USD 2,400 minimum protected."
"request_37","12068800","not_affordable","not_recommended","none","","none","Do not make this payment by 15 May 2024. None of the available options keeps the IDR 17,056,200 minimum protected."
"request_38","379.40","not_affordable","not_recommended","none","","none","Do not make this payment by 15 October 2025. None of the available options keeps the EUR 400 minimum protected."
"request_39","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_40","851.01","not_affordable","not_recommended","none","","none","Do not make this payment by 15 August 2024. None of the available options keeps the EUR 1,500 minimum protected."
"request_41","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_42","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_43","13988750.01","not_affordable","not_recommended","none","","none","Do not make this payment by 15 November 2024. None of the available options keeps the IDR 21,398,000 minimum protected."
"request_44","74560.01","not_affordable","not_recommended","none","","none","Do not make this payment by 15 April 2025. None of the available options keeps the INR 82,900 minimum protected."
"request_45","8833100","not_affordable","not_recommended","none","","none","Do not make this payment by 15 September 2026. None of the available options keeps the IDR 11,149,800 minimum protected."
"request_46","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_47","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_48","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_49","20228793.34","not_affordable","not_recommended","none","","none","Do not make this payment by 22 May 2024. None of the available options keeps the IDR 20,275,700 minimum protected."
"request_50","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_51","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_52","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_53","1423.42","not_affordable","not_recommended","none","","none","Do not make this payment by 20 January 2026. None of the available options keeps the USD 2,100 minimum protected."
"request_54","16581.40","not_affordable","not_recommended","none","","none","Do not make this payment by 21 August 2026. None of the available options keeps the ZAR 37,000 minimum protected."
"request_55","176241.20","not_affordable","not_recommended","none","","none","Do not make this payment by 22 August 2026. None of the available options keeps the INR 124,300 minimum protected."
"request_56","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_57","21214.60","not_affordable","not_recommended","none","","none","Do not make this payment by 15 June 2026. None of the available options keeps the ZAR 42,700 minimum protected."
"request_58","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_59","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_60","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_61","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_62","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_63","90145.01","not_affordable","not_recommended","none","","none","Do not proceed with the INR 343,900 request. Although INR 90,145.01 is available today, the full amount cannot be completed safely within 90 days."
"request_64","0","not_affordable","not_recommended","none","","none","Do not make this payment by 16 August 2024. None of the available options keeps the INR 36,100 minimum protected."
"request_65","13024","not_affordable","not_recommended","none","","none","Do not proceed with the ZAR 54,340 request. Although ZAR 13,024 is available today, the full amount cannot be completed safely within 90 days."
"request_66","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_67","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_68","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_69","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_70","93360","not_affordable","not_recommended","none","","none","Do not make this payment by 15 February 2025. None of the available options keeps the INR 115,000 minimum protected."
"request_71","7485050","not_affordable","not_recommended","none","","none","Do not make this payment by 28 May 2025. None of the available options keeps the IDR 8,884,800 minimum protected."
"request_72","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_73","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_74","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_75","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_76","1538.80","not_affordable","not_recommended","none","","none","Do not make this payment by 30 July 2024. None of the available options keeps the USD 1,800 minimum protected."
"request_77","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_78","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_79","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_80","152115.01","not_affordable","not_recommended","none","","none","Do not make this payment by 21 February 2025. None of the available options keeps the INR 121,300 minimum protected."
"request_81","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_82","1011.41","not_affordable","not_recommended","none","","none","Do not make this payment by 15 February 2025. None of the available options keeps the USD 1,100 minimum protected."
"request_83","28330","not_affordable","not_recommended","none","","none","Do not make this payment by 17 June 2025. None of the available options keeps the INR 37,800 minimum protected."
"request_84","56565.01","not_affordable","not_recommended","none","","none","Do not make this payment by 15 June 2026. None of the available options keeps the INR 91,300 minimum protected."
"request_85","2422120","not_affordable","not_recommended","none","","none","Do not make this payment by 26 April 2024. None of the available options keeps the IDR 6,396,300 minimum protected."
"request_86","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_87","92850","not_affordable","not_recommended","none","","none","Do not make this payment by 15 March 2026. None of the available options keeps the INR 185,900 minimum protected."
"request_88","15557.89","not_affordable","not_recommended","none","","none","Do not make this payment by 25 August 2024. None of the available options keeps the ZAR 25,800 minimum protected."
"request_89","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_90","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_91","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_92","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_93","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_94","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_95","137865","not_affordable","not_recommended","none","","none","Do not make this payment by 14 July 2025. None of the available options keeps the INR 145,500 minimum protected."
"request_96","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_97","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
"request_98","17244.70","not_affordable","not_recommended","none","","none","Do not make this payment by 15 October 2025. None of the available options keeps the ZAR 30,000 minimum protected."
"request_99","0","not_affordable","not_recommended","none","","none","Do not make this payment. Insufficient data to evaluate."
